item,itemLabel,startDate,endDate,psid
Q1509230,Georgi Petrosjan,1992-04-15,1993-06-14,Q1509230-1D0C829C-75D6-4C3D-A687-B0AC531CCC25
Q360462,Bako Sahakyan,2007-09-07,2020-05-20,Q360462-ce20daff-41c6-2598-aaa1-18ffc0078ecf
Q4074547,Karen Baburyan,1993-06-14,1994-12-29,Q4074547-0f5f4bd1-6109-4990-9bb5-ce2661420610
Q440824,Arayik Harutyunyan,2020-05-21,,Q440824-35c3b7d0-43ad-649a-25ff-54be87c87a63
Q511888,Leonard Petrosyan,1997-03-20,1997-09-08,Q511888-5284c9e2-471f-e769-a841-3fd38d1859ee
Q541507,Arkadi Ghukasyan,1997-09-08,2007-09-07,Q541507-CAC75738-3276-4A38-8FEF-D56B2FD1885F
Q613051,Robert Kocharyan,1994-12-29,1997-03-20,Q613051-89B1DD50-ADB0-4919-8A91-25896B749B87
