item,itemLabel,startDate,endDate,sourceDate,psid
Q87256401,Naira Melkumyan,1997,2002,,Q87256401-D1A932C8-7DAB-414E-A377-E9FF33C5F63A
Q4151991,Ashot Ghulian,2002,2004,,Q4151991-F5F23C1F-FC06-4963-BA2C-292ED86090AE
Q4289478,Arman Melikyan,2004,2005,,Q4289478-17CB2C50-06C7-44B1-91E4-9EE96F967833
Q1509230,Georgi Petrosjan,2007,2011,,Q1509230-E33ABA52-CD26-4C69-AD35-B062BC578D28
Q87256433,Vasily Atajanyan,2011,2012,,Q87256433-5773FA3F-CCBE-4D52-8ABD-2FF4FF85D903
Q18387091,Karen Mirzoyan,2012-09-22,2017-09-25,,Q18387091-FEC96D30-AE30-4E9B-9716-0B1F96005BB0
Q4274665,Masis Mayilyan,2017-09-25,2021-01-04,,Q4274665-AE795724-C395-4224-90A8-740E19F41FEC
Q21531891,David Babayan,2021-01-04,,,Q21531891-027E95E2-47A4-4DDA-A673-10FBC027799E
