ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q55632334,Sahakyan government,2017-09-25,11,,,2020-05-21,11,,,,,,,,,,
,Q96405231,Second Harutyunyan government,2020-05-21,11,,,,,,,,,,,,,,
